cosine_distance,photoid,label,longitude,latitude,downloadurl,uid,datetaken,corepoint
0.0,6452171431,0,139.643,35.447166,http://farm8.staticflickr.com/7143/6452171431_b5bfe1ebf2.jpg,42174177@N04,2011-12-03 16:34:00.0,1
0.18704120498701626,6452787049,0,139.643,35.447166,http://farm8.staticflickr.com/7032/6452787049_b01cc23ac4.jpg,42174177@N04,2011-12-03 16:50:00.0,0
0.20031232752367378,6452172153,0,139.643,35.447166,http://farm8.staticflickr.com/7011/6452172153_c122a41a1d.jpg,42174177@N04,2011-12-03 16:54:00.0,0
0.2138220198525207,6452171687,0,139.643,35.447166,http://farm8.staticflickr.com/7034/6452171687_ced5f43f21.jpg,42174177@N04,2011-12-03 16:40:00.0,0
0.2284139678254421,6452172407,0,139.643,35.447166,http://farm8.staticflickr.com/7023/6452172407_a21e3fac4a.jpg,42174177@N04,2011-12-03 16:56:00.0,0
0.2321093670181522,6452173103,0,139.643,35.447166,http://farm8.staticflickr.com/7010/6452173103_9c57da4845.jpg,42174177@N04,2011-12-03 17:24:00.0,0
0.256998321676698,6452787633,0,139.643,35.447166,http://farm8.staticflickr.com/7174/6452787633_ea323d608b.jpg,42174177@N04,2011-12-03 17:06:00.0,0
0.27919002647578606,6452173705,0,139.643,35.447166,http://farm8.staticflickr.com/7006/6452173705_eb53616863.jpg,42174177@N04,2011-12-03 16:32:00.0,0
0.335096090463492,6452788033,0,139.643,35.447166,http://farm8.staticflickr.com/7014/6452788033_efe65e6283.jpg,42174177@N04,2011-12-03 17:14:00.0,0
0.34481282452700446,6452788675,0,139.643,35.447166,http://farm8.staticflickr.com/7014/6452788675_5c7b8a498f.jpg,42174177@N04,2011-12-03 17:34:00.0,0
