cosine_distance,photoid,label,longitude,latitude, downloadurl,uid,datetaken,corepoint
0.0,4693680088,8,141.35405,43.060972,http://farm5.staticflickr.com/4029/4693680088_4702f90815.jpg,84056180@N00,2010-06-12 13:16:52.0,1
0.012869275560820514,4693046729,8,141.354038,43.061,http://farm5.staticflickr.com/4033/4693046729_b55292f406.jpg,84056180@N00,2010-06-12 13:17:14.0,0
0.10874062832731712,4693049503,8,141.354011,43.061083,http://farm5.staticflickr.com/4009/4693049503_a90661e026.jpg,84056180@N00,2010-06-12 13:18:11.0,0
0.12956816811878102,4693683470,8,141.354013,43.061077,http://farm2.staticflickr.com/1267/4693683470_e9dca13937.jpg,84056180@N00,2010-06-12 13:18:08.0,0
0.14616008388280255,4693680748,8,141.354047,43.060975,http://farm5.staticflickr.com/4072/4693680748_01da3ac851.jpg,84056180@N00,2010-06-12 13:16:55.0,0
0.16759004906667396,4693678476,8,141.354075,43.060888,http://farm2.staticflickr.com/1279/4693678476_e9a96715c8.jpg,84056180@N00,2010-06-12 13:15:54.0,0
0.18934842084449666,4693679412,8,141.354075,43.060897,http://farm5.staticflickr.com/4046/4693679412_d9a20bb071.jpg,84056180@N00,2010-06-12 13:16:00.0,0
0.22226437868034743,4693676910,8,141.354113,43.060777,http://farm5.staticflickr.com/4031/4693676910_f121827e78.jpg,84056180@N00,2010-06-12 13:14:34.0,0
0.23222735476189793,4693043179,8,141.354083,43.060866,http://farm5.staticflickr.com/4070/4693043179_01fa71da2c.jpg,84056180@N00,2010-06-12 13:15:39.0,0
0.249925154097825,4693682272,8,141.354016,43.061063,http://farm5.staticflickr.com/4051/4693682272_baa40af0c1.jpg,84056180@N00,2010-06-12 13:17:59.0,0
0.26720749387145826,4693682882,8,141.354016,43.061069,http://farm5.staticflickr.com/4012/4693682882_73b2cc1785.jpg,84056180@N00,2010-06-12 13:18:01.0,0
0.2706968177709531,4693675622,8,141.354116,43.060775,http://farm5.staticflickr.com/4028/4693675622_0a17799dd3.jpg,84056180@N00,2010-06-12 13:14:30.0,0
0.2815231116273609,5448613016,8,141.354594,43.060972,http://farm6.staticflickr.com/5179/5448613016_352d634862.jpg,28110754@N04,2011-02-13 16:13:21.0,0
0.3053624354628902,8460779726,8,141.35441,43.060853,http://farm9.staticflickr.com/8506/8460779726_c55323a924.jpg,69862132@N00,2013-02-10 14:06:33.0,0
0.40451640432758473,5448611040,8,141.354136,43.060797,http://farm6.staticflickr.com/5100/5448611040_13169fdc12.jpg,28110754@N04,2011-02-13 16:11:41.0,0
0.44310173752701776,3128961054,8,141.354278,43.060951,http://farm4.staticflickr.com/3221/3128961054_53c3f37179.jpg,7620454@N04,2008-12-12 21:20:39.0,0
0.44913981168635564,8470531793,8,141.354208,43.060694,http://farm9.staticflickr.com/8248/8470531793_8e6388cd1c.jpg,54717162@N00,2013-02-10 15:49:47.0,0
0.5623765890095822,5448611994,8,141.354108,43.060805,http://farm6.staticflickr.com/5020/5448611994_7016a6c532.jpg,28110754@N04,2011-02-13 16:12:06.0,0
0.6322897671331291,8471627568,8,141.35405,43.060666,http://farm9.staticflickr.com/8230/8471627568_7c3cfc67ff.jpg,54717162@N00,2013-02-10 15:48:48.0,0
0.6560355017162415,8470531951,8,141.354208,43.060705,http://farm9.staticflickr.com/8370/8470531951_dcc7df97ce.jpg,54717162@N00,2013-02-10 15:50:53.0,0
