cosine_distance,photoid,label,longitude,latitude,downloadurl,uid,datetaken,corepoint
0.0,6826633940,0,139.63053,35.457022,http://farm8.staticflickr.com/7192/6826633940_2ca96447ff.jpg,17691489@N06,2011-09-25 13:18:28.0,1
0.14614516449786485,6163170030,0,139.63078,35.457,http://farm7.staticflickr.com/6151/6163170030_de36286e0d.jpg,47335063@N08,2011-09-17 11:58:31.0,0
0.1828499138045796,6314041921,0,139.630355,35.457269,http://farm7.staticflickr.com/6098/6314041921_aa566cddce.jpg,8086087@N08,2011-10-30 11:25:05.0,0
0.22399937729400832,6314559878,0,139.630355,35.457252,http://farm7.staticflickr.com/6216/6314559878_8073c3d294.jpg,8086087@N08,2011-10-30 11:24:38.0,0
0.24778777185047307,6314046141,0,139.630422,35.457322,http://farm7.staticflickr.com/6223/6314046141_3d00ee26d3.jpg,8086087@N08,2011-10-30 12:02:14.0,0
0.26457311884787793,6314567268,0,139.630716,35.457269,http://farm7.staticflickr.com/6211/6314567268_0c20ed127e.jpg,8086087@N08,2011-10-30 12:18:06.0,0
0.26471161803210475,6972736967,0,139.63053,35.457022,http://farm8.staticflickr.com/7182/6972736967_804c0d948f.jpg,17691489@N06,2011-09-25 12:30:13.0,0
0.30215646249519656,6314045573,0,139.630486,35.457361,http://farm7.staticflickr.com/6117/6314045573_d48c596c75.jpg,8086087@N08,2011-10-30 12:01:40.0,0
0.35664317041239835,6162520727,0,139.630677,35.457091,http://farm7.staticflickr.com/6158/6162520727_c1ca1e5fa9.jpg,47335063@N08,2011-09-17 11:23:27.0,0
0.36761686523062065,6826641866,0,139.63053,35.457022,http://farm8.staticflickr.com/7176/6826641866_77131dfd37.jpg,17691489@N06,2011-09-25 13:51:23.0,0
0.37191437811537953,6826621750,0,139.63053,35.457022,http://farm8.staticflickr.com/7039/6826621750_33779e4711.jpg,17691489@N06,2011-09-25 12:31:10.0,0
0.37935826699277275,6314563540,0,139.630338,35.457411,http://farm7.staticflickr.com/6221/6314563540_68b1221050.jpg,8086087@N08,2011-10-30 11:48:24.0,0
0.3893127324432719,6826623462,0,139.63053,35.457022,http://farm8.staticflickr.com/7177/6826623462_cfacaa3af2.jpg,17691489@N06,2011-09-25 12:31:37.0,0
0.3948893272573287,6314043263,0,139.630325,35.457383,http://farm7.staticflickr.com/6053/6314043263_7a29b14f69.jpg,8086087@N08,2011-10-30 11:45:43.0,0
0.4139197390163578,6826638220,0,139.63053,35.457022,http://farm8.staticflickr.com/7178/6826638220_be0fb42395.jpg,17691489@N06,2011-09-25 13:22:59.0,0
0.4164647055267031,6162669709,0,139.630383,35.456986,http://farm7.staticflickr.com/6176/6162669709_589dbd5686.jpg,47335063@N08,2011-09-17 12:19:44.0,0
0.4203054675347788,6162551119,0,139.630366,35.457358,http://farm7.staticflickr.com/6154/6162551119_d0c2494e32.jpg,47335063@N08,2011-09-17 11:31:11.0,0
0.43408444685713543,6162542119,0,139.630361,35.457308,http://farm7.staticflickr.com/6179/6162542119_c96a11dd7c.jpg,47335063@N08,2011-09-17 11:30:44.0,0
0.4370099176337042,6972756725,0,139.63053,35.457022,http://farm8.staticflickr.com/7047/6972756725_ecec3a7241.jpg,17691489@N06,2011-09-25 13:29:07.0,0
0.44176672539475725,6163138732,0,139.630544,35.457244,http://farm7.staticflickr.com/6160/6163138732_eb05364bb6.jpg,47335063@N08,2011-09-17 11:53:49.0,0
0.4426176518434254,6314045155,0,139.63033,35.457372,http://farm7.staticflickr.com/6115/6314045155_e3ec62d902.jpg,8086087@N08,2011-10-30 11:57:25.0,0
0.4698002176227817,6826636822,0,139.63053,35.457022,http://farm8.staticflickr.com/7182/6826636822_d516e274a2.jpg,17691489@N06,2011-09-25 13:20:27.0,0
0.4827654080182414,6163069016,0,139.630533,35.457213,http://farm7.staticflickr.com/6166/6163069016_14ce466613.jpg,47335063@N08,2011-09-17 11:26:59.0,0
0.4847443486586511,6162646031,0,139.630758,35.457033,http://farm7.staticflickr.com/6158/6162646031_d962794502.jpg,47335063@N08,2011-09-17 12:04:44.0,0
0.4979745511845949,6314042885,0,139.630613,35.457197,http://farm7.staticflickr.com/6224/6314042885_dcb972e838.jpg,8086087@N08,2011-10-30 11:34:40.0,0
0.5119998410577018,6162653445,0,139.630802,35.456969,http://farm7.staticflickr.com/6168/6162653445_92dbdd806e.jpg,47335063@N08,2011-09-17 12:07:51.0,0
0.5652400831056869,169715397,0,139.63048,35.457209,http://farm1.staticflickr.com/71/169715397_6f6ed64240.jpg,95111171@N00,2006-06-17 14:03:58.0,0
0.5732457794891358,6162568939,0,139.630275,35.457458,http://farm7.staticflickr.com/6151/6162568939_b15c625626.jpg,47335063@N08,2011-09-17 11:37:27.0,0
