cosine_distance,photoid,label,longitude,latitude,downloadurl,uid,datetaken,corepoint
0.0,9189090137,1,139.623031,35.465698,http://farm6.staticflickr.com/5506/9189090137_2eebdf943b.jpg,27555475@N04,2013-06-30 09:41:26.0,1
0.132161326511942,9218057429,1,139.623031,35.465698,http://farm4.staticflickr.com/3697/9218057429_1ef2d92335.jpg,27555475@N04,2013-06-30 13:17:48.0,0
0.2110428335474177,9218055581,1,139.623031,35.465698,http://farm4.staticflickr.com/3670/9218055581_abecdc5d5d.jpg,27555475@N04,2013-06-30 13:17:33.0,0
0.22335205174628414,9189069653,1,139.623031,35.465698,http://farm3.staticflickr.com/2814/9189069653_65cfdf1d01.jpg,27555475@N04,2013-06-30 09:08:23.0,0
0.2527713422442216,9220634190,1,139.623031,35.465698,http://farm6.staticflickr.com/5544/9220634190_06cede5995.jpg,27555475@N04,2013-06-30 09:52:11.0,0
0.2726048587384019,3070400565,1,139.622675,35.465559,http://farm4.staticflickr.com/3063/3070400565_05ac6f0de4.jpg,62068690@N00,2008-11-30 16:32:10.0,0
0.2858891022748905,3822650950,1,139.622919,35.465994,http://farm3.staticflickr.com/2526/3822650950_3ca952942f.jpg,36382552@N04,2009-08-05 15:22:50.0,0
0.29945440741204343,9189071165,1,139.623031,35.465698,http://farm3.staticflickr.com/2844/9189071165_8aa076f7c1.jpg,27555475@N04,2013-06-30 09:08:44.0,0
0.31064737410686316,3822209103,1,139.622919,35.465994,http://farm4.staticflickr.com/3443/3822209103_b70a6c94e6.jpg,36382552@N04,2009-08-05 15:33:23.0,0
0.3241289223937628,5623681090,1,139.622277,35.465545,http://farm6.staticflickr.com/5225/5623681090_9510f845fa.jpg,29989965@N00,2011-04-16 13:05:24.0,0
0.325845876349546,9217858717,1,139.623031,35.465698,http://farm6.staticflickr.com/5326/9217858717_cd42f88b7c.jpg,27555475@N04,2013-06-30 09:50:57.0,0
0.34128754378421045,9220833438,1,139.623031,35.465698,http://farm6.staticflickr.com/5331/9220833438_084048578c.jpg,27555475@N04,2013-06-30 13:23:49.0,0
0.3704230421578967,3822208249,1,139.622777,35.465833,http://farm4.staticflickr.com/3529/3822208249_66d1b17ea6.jpg,36382552@N04,2009-08-05 15:29:14.0,0
0.40415864432355664,9217857365,1,139.623031,35.465698,http://farm8.staticflickr.com/7423/9217857365_a7cf8ca376.jpg,27555475@N04,2013-06-30 09:46:46.0,0
0.4348252075576414,9220689230,1,139.623031,35.465698,http://farm8.staticflickr.com/7459/9220689230_d7ab348134.jpg,27555475@N04,2013-06-30 11:22:09.0,0
0.5230076530136707,6060678297,1,139.622715,35.466188,http://farm7.staticflickr.com/6061/6060678297_195da470a4.jpg,24943361@N08,2011-08-13 08:31:26.0,0
